time,output_power,wind_speed,temperature,pressure
2010-01-06 02:00:00+01:00,196886.12202435004,1.28662,260.38,99128.5
2010-01-06 03:00:00+01:00,361460.2568638325,1.54882,260.26,99105.7
2010-01-06 04:00:00+01:00,246905.5712851958,1.52977,260.45,99078.1
2010-01-06 05:00:00+01:00,161949.21832595774,1.36668,260.69,99053.5
2010-01-06 06:00:00+01:00,195928.56117555406,1.29679,260.94,99026.5
2010-01-06 07:00:00+01:00,157479.21199020016,1.3055,261.14,99013.7
2010-01-06 08:00:00+01:00,294565.4034831513,1.37923,261.43,99011.7
2010-01-06 09:00:00+01:00,444216.44182572654,1.54701,262.28,99009.9
2010-01-06 10:00:00+01:00,401809.00230606756,1.76222,263.17,99006.6
2010-01-06 11:00:00+01:00,348854.1095547149,1.7635599999999998,264.24,99010.4
2010-01-06 12:00:00+01:00,442677.1298001303,1.84786,264.87,99021.0
2010-01-06 13:00:00+01:00,519325.7814683342,1.78025,265.43,99024.8
2010-01-06 14:00:00+01:00,355925.4633968564,1.7179,265.59,99031.5
2010-01-06 15:00:00+01:00,364076.34581642976,1.5174299999999998,265.32,99059.4
2010-01-06 16:00:00+01:00,265994.84887573076,1.53535,264.86,99097.8
2010-01-06 17:00:00+01:00,228636.0825453923,1.62984,264.74,99133.4
2010-01-06 18:00:00+01:00,278464.75147829327,1.761,264.57,99161.0
2010-01-06 19:00:00+01:00,505059.7813174776,1.7441799999999998,264.34,99187.2
2010-01-06 20:00:00+01:00,325653.79575284256,1.68012,264.1,99211.3
2010-01-06 21:00:00+01:00,266130.9999404971,1.72892,263.9,99242.4
2010-01-06 22:00:00+01:00,270123.97206549713,1.85373,263.84,99275.1
2010-01-06 23:00:00+01:00,599192.3938600479,1.96994,263.39,99323.4
2010-01-07 00:00:00+01:00,319177.3138507997,2.0078400000000003,263.18,99375.6
2010-01-07 01:00:00+01:00,322198.52622225345,1.9678400000000005,262.97,99430.9
2010-01-07 02:00:00+01:00,561787.0351004836,1.99643,262.83,99490.4
2010-01-07 03:00:00+01:00,477839.8356559181,2.05974,263.02,99552.1
2010-01-07 04:00:00+01:00,341591.88524433214,2.0703400000000003,263.04,99597.5
2010-01-07 05:00:00+01:00,601613.7072074102,2.15834,262.99,99622.7
2010-01-07 06:00:00+01:00,701491.8851410395,2.2539,262.63,99639.7
2010-01-07 07:00:00+01:00,498000.85135604104,2.41636,262.4,99656.9
2010-01-07 08:00:00+01:00,857732.3008160958,2.61055,262.09,99683.7
2010-01-07 09:00:00+01:00,612028.5387966221,2.748,262.12,99716.4
2010-01-07 10:00:00+01:00,1008732.979144568,2.89715,262.07,99754.7
2010-01-07 11:00:00+01:00,720990.1908762816,3.11852,262.25,99811.4
2010-01-07 12:00:00+01:00,910108.7222232823,3.38681,262.57,99872.0
2010-01-07 13:00:00+01:00,899521.4646045405,3.44846,262.9,99938.9
2010-01-07 14:00:00+01:00,860893.617602818,3.35454,262.74,100028.0
2010-01-07 15:00:00+01:00,1165648.4836981157,3.2911,262.33,100104.0
2010-01-07 16:00:00+01:00,754353.3221340751,3.24902,262.36,100162.0
